#{"t_start": 1673880204.1853688, "env_id": "TestEnvironment-v1"}
r,l,t
76.289133,100,372.125524
84.354109,100,372.480503
96.269296,100,372.864714
93.137509,100,373.235986
83.390015,100,373.593625
78.927692,100,374.016737
92.78257,100,374.500067
77.25964,100,374.961217
84.091885,100,375.316321
84.096087,100,375.671103
93.214939,100,376.065295
83.47346,100,376.439973
83.241265,100,376.805435
96.229035,100,377.17852
80.006468,100,377.536716
83.669724,100,377.901591
93.693778,100,378.342264
80.103986,100,378.687054
79.258786,100,379.046709
82.472758,100,379.39871
97.556567,100,379.778997
93.779369,100,380.130055
96.600254,100,380.494455
93.099815,100,380.870389
91.317562,100,381.223759
79.766675,100,381.616079
93.420284,100,382.110581
83.673152,100,382.576717
83.716247,100,382.938215
93.397422,100,383.33109
94.093316,100,383.72641
92.161833,100,384.106545
80.958335,100,384.465356
95.044889,100,384.831205
80.207847,100,385.17946
79.767664,100,385.530877
81.129295,100,385.882648
78.046537,100,386.235433
77.773641,100,386.592244
79.174688,100,386.956105
95.85734,100,387.464853
83.586934,100,387.881385
93.229467,100,388.351265
82.142795,100,388.701026
82.957521,100,389.07288
92.161286,100,389.449856
94.937481,100,389.82298
96.446233,100,390.179459
83.388736,100,390.532403
83.643819,100,390.883159
88.266925,100,391.245842
94.504977,100,391.644974
78.867291,100,392.030771
96.076195,100,392.534038
79.075321,100,392.998036
95.589,100,393.460099
93.73558,100,393.811989
95.975654,100,394.191528
95.639174,100,394.634397
95.617726,100,395.033875
95.651233,100,395.422567
97.044093,100,395.799538
84.984031,100,396.229738
82.867452,100,396.590438
95.564814,100,396.981754
97.024186,100,397.352631
78.364352,100,397.721539
95.613315,100,398.101249
80.520428,100,398.45339
83.337577,100,398.816302
79.343431,100,399.164381
83.408498,100,399.517145
85.294356,100,399.870752
94.13504,100,400.228408
97.975238,100,400.591522
94.945677,100,401.010368
79.445228,100,401.367298
85.306234,100,401.831185
97.066361,100,402.300775
91.827166,100,402.705641
79.92393,100,403.053831
80.38341,100,403.396728
83.219492,100,403.843959
83.495819,100,404.197469
85.121282,100,404.566305
90.797359,100,404.966522
82.989798,100,405.354991
80.970004,100,405.70602
81.721578,100,406.062354
96.718934,100,406.449047
95.303216,100,406.862168
95.91755,100,407.228382
83.5085,100,407.589225
80.884859,100,407.947859
93.666213,100,408.363982
96.038245,100,408.755462
84.553872,100,409.124435
83.015188,100,409.500137
83.551034,100,409.857374
96.215255,100,410.226982
91.776746,100,410.586464
81.76079,100,410.969936
82.654922,100,411.443055
83.958493,100,411.811739
79.967609,100,412.172873
78.790095,100,412.653636
85.661867,100,413.08234
77.49107,100,413.461104
95.942086,100,413.843458
81.987664,100,414.234045
82.580679,100,414.599554
79.722314,100,414.947887
93.03739,100,415.354805
95.430845,100,415.761115
90.385128,100,416.112002
79.43142,100,416.458286
78.634828,100,416.803341
83.672722,100,417.197588
82.736814,100,417.629101
78.242793,100,417.983227
83.751777,100,418.338312
81.338142,100,418.688533
83.65197,100,419.041899
81.95371,100,419.388132
80.091538,100,419.755329
82.800149,100,420.143958
82.838695,100,420.523666
96.409767,100,420.909349
81.044552,100,421.303825
81.481297,100,421.76022
96.359401,100,422.116239
79.259331,100,422.460705
96.38963,100,422.823023
77.30725,100,423.181315
79.012613,100,423.545812
91.250472,100,423.926431
80.712245,100,424.290646
90.236653,100,424.702847
79.729889,100,425.11738
95.685742,100,425.485389
90.517147,100,425.864667
94.663377,100,426.239799
95.128415,100,426.613803
95.330457,100,426.969288
81.168785,100,427.350447
88.777068,100,427.707072
80.362798,100,428.110689
76.897756,100,428.465589
81.604596,100,428.81538
80.315462,100,429.159291
80.744966,100,429.504662
89.101993,100,429.968847
84.12429,100,430.320787
79.588171,100,430.683086
95.957105,100,431.11325
78.414241,100,431.453452
79.526032,100,431.850862
76.979916,100,432.280423
80.242263,100,432.796844
83.735337,100,433.298162
95.829419,100,433.721106
81.6062,100,434.18834
79.860788,100,434.573344
84.531653,100,434.920531
96.711361,100,435.280803
80.621214,100,435.662603
91.787681,100,436.070464
80.567677,100,436.422311
90.868689,100,436.842553
97.110484,100,437.201271
82.61653,100,437.571284
95.684947,100,437.930508
96.727329,100,438.300572
79.550303,100,438.661306
79.325522,100,439.141729
91.309435,100,439.499524
81.229271,100,439.882855
94.662092,100,440.294816
94.663692,100,440.655753
93.825076,100,441.01228
96.356216,100,441.38024
83.147479,100,441.748662
81.318906,100,442.106493
82.308393,100,442.498711
78.974207,100,442.862966
82.602731,100,443.244842
96.643488,100,443.635813
77.913335,100,443.998034
93.875632,100,444.358431
81.231034,100,444.70617
79.111349,100,445.06178
73.352495,100,445.429628
75.522278,100,445.876829
79.540527,100,446.220827
87.996967,100,446.59281
91.077095,100,446.963758
86.015231,100,447.327955
80.759534,100,447.689182
97.161701,100,448.144011
85.738044,100,448.550648
79.606575,100,448.89927
90.629089,100,449.273584
81.221141,100,449.633918
79.047298,100,450.007258
79.202964,100,450.377436
97.600903,100,450.800194
80.510175,100,451.200107
81.20363,100,451.540287
81.534944,100,451.884011
92.992986,100,452.270174
89.730745,100,452.618436
80.492445,100,452.999596
96.424054,100,453.410317
89.537564,100,453.76485
92.443032,100,454.115659
76.231178,100,454.466832
95.581129,100,454.87365
81.540167,100,455.225996
81.23408,100,455.576034
80.526351,100,455.921322
79.267077,100,456.271163
87.439823,100,456.639042
80.709985,100,456.991434
79.774922,100,457.336885
82.464555,100,457.690559
90.571436,100,458.142962
84.517787,100,458.668012
96.684698,100,459.016184
81.780385,100,459.356172
78.746698,100,459.702478
94.662492,100,460.092075
81.253607,100,460.451269
82.398974,100,460.810616
82.158278,100,461.175286
94.467813,100,461.535656
82.159784,100,461.893519
95.418324,100,462.280245
80.220551,100,462.809021
83.996533,100,463.248754
81.770212,100,463.678554
88.522864,100,464.096534
93.88334,100,464.487405
79.938001,100,464.85641
76.137464,100,465.232375
85.269556,100,465.612141
79.444534,100,465.953561
81.711158,100,466.298369
80.102808,100,466.646668
96.320836,100,467.012696
95.892783,100,467.418516
83.772346,100,467.793112
94.896495,100,468.229032
82.09542,100,468.677676
81.255085,100,469.108868
93.248128,100,469.503968
84.983554,100,469.888249
90.901584,100,470.259979
94.864593,100,470.623745
81.167885,100,470.985664
79.207739,100,471.335648
78.06244,100,471.684864
81.266941,100,472.054119
81.304698,100,472.446102
87.693264,100,472.808619
95.136522,100,473.169173
88.304829,100,473.527013
80.189434,100,473.919736
81.847461,100,474.268405
80.412373,100,474.692267
97.556775,100,475.081545
96.021926,100,475.449588
90.872249,100,475.797436
96.906571,100,476.167329
84.246556,100,476.523512
85.98666,100,476.902171
79.378966,100,477.261084
79.714562,100,477.67489
96.019797,100,478.04847
95.613081,100,478.409644
95.743777,100,478.772745
86.474963,100,479.132631
82.632899,100,479.492696
93.505698,100,479.859619
88.711403,100,480.242043
95.171283,100,480.612729
97.203525,100,480.979889
80.185468,100,481.399923
80.102752,100,481.752102
82.214049,100,482.113529
81.416214,100,482.536509
80.076859,100,482.915654
