#{"t_start": 1677146291.60092, "env_id": "TestEnvironment-v1"}
r,l,t
42.228824,100,254.645168
72.063193,100,254.965432
68.864952,100,255.248884
61.662082,100,255.555808
57.042304,100,255.834342
35.868079,100,256.119249
64.691462,100,256.399315
55.767993,100,256.68451
64.550608,100,256.965269
61.995069,100,257.242306
56.095669,100,257.520247
61.726884,100,257.808446
62.579763,100,258.133602
76.407651,100,258.504929
51.682884,100,258.789996
59.07559,100,259.098185
66.524379,100,259.417675
45.301252,100,259.716269
39.194694,100,260.022054
63.061457,100,260.320171
77.585576,100,260.645683
41.978502,100,260.93224
39.188939,100,261.230412
67.657686,100,261.514912
44.723801,100,261.79408
65.345642,100,262.080522
62.876249,100,262.382321
72.065809,100,262.697716
51.299223,100,263.003556
51.50648,100,263.284301
67.303718,100,263.619104
70.990589,100,263.970561
68.356777,100,264.261658
55.712596,100,264.570815
50.089512,100,264.867507
66.670163,100,265.151694
80.103914,100,265.465925
72.654718,100,265.749693
65.90993,100,266.032306
54.189528,100,266.332524
63.575923,100,266.635762
43.308686,100,266.926792
63.929416,100,267.214043
53.81515,100,267.507114
48.714135,100,267.814225
65.667418,100,268.130258
78.706294,100,268.535156
44.637611,100,268.898941
65.510708,100,269.207896
63.564867,100,269.513396
35.410297,100,269.803351
43.369336,100,270.08319
45.839085,100,270.373553
53.313602,100,270.680736
68.709263,100,270.968958
56.224624,100,271.259909
73.932364,100,271.560644
27.416437,100,271.86492
44.32098,100,272.177654
78.183301,100,272.507115
67.432158,100,272.80747
44.886184,100,273.124372
66.284249,100,273.424648
61.514277,100,273.743626
56.632129,100,274.066959
57.329126,100,274.396549
42.589423,100,274.754616
72.194071,100,275.100651
74.970299,100,275.465249
58.625095,100,275.781515
68.95734,100,276.108053
78.009467,100,276.456413
58.219472,100,276.776499
76.282572,100,277.134642
39.483652,100,277.467123
36.47131,100,277.778218
65.263803,100,278.104346
53.870298,100,278.420895
47.247071,100,278.724778
57.697723,100,279.056191
66.926435,100,279.39589
70.460207,100,279.744319
76.146462,100,280.178757
59.344169,100,280.517038
37.81859,100,280.872415
58.808142,100,281.299828
59.140273,100,281.663671
68.388113,100,281.998561
45.37356,100,282.314906
43.877975,100,282.627945
63.953512,100,282.974117
36.762183,100,283.294496
59.302485,100,283.616008
65.376137,100,283.932997
57.480618,100,284.22756
50.439432,100,284.515574
44.191028,100,284.801873
71.987394,100,285.088497
61.471311,100,285.379944
58.276194,100,285.678376
59.523497,100,285.966362
49.929277,100,286.252741
65.789139,100,286.546255
44.984334,100,286.85136
66.599717,100,287.148998
73.469312,100,287.443616
76.594949,100,287.739728
45.962028,100,288.024529
36.437874,100,288.301481
51.509352,100,288.584199
74.936525,100,288.87854
51.452945,100,289.173025
65.435566,100,289.46817
62.363724,100,289.777883
66.151558,100,290.08399
64.818638,100,290.387041
64.776148,100,290.687977
65.795095,100,291.016891
49.258909,100,291.309943
78.913939,100,291.634938
59.05713,100,291.930487
53.848381,100,292.242506
65.951372,100,292.535797
53.253329,100,292.868266
65.76433,100,293.170877
51.006648,100,293.447788
61.181716,100,293.728605
76.272897,100,294.040231
70.646979,100,294.321134
42.951744,100,294.617532
65.576108,100,294.901652
61.582654,100,295.186411
59.609732,100,295.472688
50.612677,100,295.760024
46.544557,100,296.066277
39.544693,100,296.381747
55.171028,100,296.703235
77.265968,100,297.035201
57.008057,100,297.352456
45.51036,100,297.634954
77.638817,100,297.959848
70.871642,100,298.273106
60.42552,100,298.550839
59.596852,100,298.858197
68.494298,100,299.207219
47.212915,100,299.524781
70.879318,100,299.831866
65.11421,100,300.136891
57.019934,100,300.446337
53.098626,100,300.756344
50.045669,100,301.044641
53.709378,100,301.341895
61.484509,100,301.641112
71.624905,100,301.953712
49.537068,100,302.277221
70.02983,100,302.610297
74.574555,100,302.927399
50.722533,100,303.234483
76.646352,100,303.573029
61.496312,100,303.928598
66.023896,100,304.26454
73.992776,100,304.579877
58.521178,100,304.881896
66.262517,100,305.183358
37.101952,100,305.47952
42.197215,100,305.776445
51.085686,100,306.071604
62.930601,100,306.386489
68.820208,100,306.688535
75.931994,100,306.997257
57.860489,100,307.322654
50.185788,100,307.634029
64.277469,100,307.921623
54.00176,100,308.204968
38.630838,100,308.495749
66.621553,100,308.788071
59.635214,100,309.077824
66.763594,100,309.366858
54.098015,100,309.680889
63.868594,100,309.971363
70.238204,100,310.272599
69.675565,100,310.57925
45.450587,100,310.874823
56.434564,100,311.158247
67.795086,100,311.46826
66.599701,100,311.790733
67.280752,100,312.089449
77.908427,100,312.420661
64.484213,100,312.74402
65.913118,100,313.054617
66.757304,100,313.345697
67.884465,100,313.698901
62.849968,100,313.985533
49.987434,100,314.277173
72.678555,100,314.61114
65.848344,100,314.89944
44.584845,100,315.221512
72.603875,100,315.522742
61.937003,100,315.807346
43.549279,100,316.10868
65.552522,100,316.412457
39.418181,100,316.753889
65.477073,100,317.064102
62.036828,100,317.363596
77.546037,100,317.666873
52.244043,100,317.974528
71.223209,100,318.266818
43.547822,100,318.551048
69.63074,100,318.8348
36.511628,100,319.140566
62.442731,100,319.426133
67.876665,100,319.707971
68.755874,100,320.003169
52.910923,100,320.290139
71.038636,100,320.599307
46.12057,100,320.892595
56.320393,100,321.190955
48.428358,100,321.49267
68.713865,100,321.783334
58.943183,100,322.071799
47.01976,100,322.363678
77.683834,100,322.70612
63.843197,100,323.008282
72.127892,100,323.313746
64.907612,100,323.602866
58.657496,100,323.887988
42.595908,100,324.167218
77.276786,100,324.494556
61.382066,100,324.779522
63.34913,100,325.110309
75.751017,100,325.438999
62.960086,100,325.721972
73.395274,100,326.012309
59.601393,100,326.304731
70.541651,100,326.613093
66.790331,100,326.901956
70.800594,100,327.195645
69.40958,100,327.491543
62.588658,100,327.829848
69.5296,100,328.123659
67.410951,100,328.40638
69.074579,100,328.703089
71.03155,100,329.024154
78.195287,100,329.383892
44.770903,100,329.733793
69.92049,100,330.062315
29.589851,100,330.402694
60.770907,100,330.730116
77.74877,100,331.04641
77.5506,100,331.359244
50.711493,100,331.662147
50.629003,100,331.961156
59.628415,100,332.266688
62.860022,100,332.561205
39.191365,100,332.846566
68.502271,100,333.150255
69.078794,100,333.456152
57.123893,100,333.766172
63.452142,100,334.060569
61.89767,100,334.359178
64.901802,100,334.685095
67.556418,100,335.012796
63.898074,100,335.311769
67.224972,100,335.654017
52.70902,100,335.98065
70.733744,100,336.330739
61.793214,100,336.652109
63.505883,100,336.957521
59.926375,100,337.275525
50.811809,100,337.575249
52.225711,100,337.880436
36.5414,100,338.170982
64.902933,100,338.503689
68.376014,100,338.813161
52.512206,100,339.12235
76.425971,100,339.438662
61.944391,100,339.735749
62.390091,100,340.027885
65.074941,100,340.33364
67.621042,100,340.621361
60.814154,100,340.910144
70.351939,100,341.208627
57.883433,100,341.494396
49.559715,100,341.780911
71.658152,100,342.090238
66.987623,100,342.407571
75.414414,100,342.747786
43.609214,100,343.081277
41.035679,100,343.390568
68.134843,100,343.6854
70.420218,100,343.989339
47.775402,100,344.284628
70.728044,100,344.647581
68.366037,100,344.952269
63.14279,100,345.244942
60.309009,100,345.560847
53.091934,100,345.869451
64.495148,100,346.198434
77.475764,100,346.575943
70.475257,100,346.995849
40.287073,100,347.377856
75.748633,100,347.724404
72.34161,100,348.191387
