#{"t_start": 1677142988.008331, "env_id": "TestEnvironment-v1"}
r,l,t
76.627736,100,200.598159
69.82129,100,200.958913
70.924628,100,201.324415
79.17417,100,201.72779
79.938572,100,202.105673
67.081475,100,202.461381
77.854229,100,202.863213
69.780233,100,203.247908
68.303008,100,203.608134
70.116598,100,203.971326
81.087644,100,204.342194
57.693636,100,204.684099
79.41354,100,205.054
80.033176,100,205.450222
71.046902,100,205.809568
76.552129,100,206.164997
60.528251,100,206.520061
80.057327,100,206.879788
71.880183,100,207.239462
49.554353,100,207.616932
75.727583,100,208.015849
68.960079,100,208.404686
74.092334,100,208.798097
64.793582,100,209.174835
80.939897,100,209.567281
72.964619,100,209.927274
77.586946,100,210.310013
82.003785,100,210.718393
46.906334,100,211.113573
77.025223,100,211.472306
66.863702,100,211.817971
73.51682,100,212.178488
74.461363,100,212.560979
77.155554,100,212.940531
77.094824,100,213.277879
61.981293,100,213.621969
60.223036,100,213.970493
60.100717,100,214.324309
66.834962,100,214.708282
73.126201,100,215.067026
65.383377,100,215.412084
74.385118,100,215.76613
59.096422,100,216.199932
79.056973,100,216.633328
76.182646,100,217.102359
62.097787,100,217.588148
71.402598,100,218.002387
79.226507,100,218.371838
81.023641,100,218.761482
49.154163,100,219.118579
68.93378,100,219.47638
45.025725,100,219.823136
67.837285,100,220.195075
77.015003,100,220.553639
59.714097,100,220.914868
81.626236,100,221.297379
75.881322,100,221.664376
76.773924,100,222.024813
66.546557,100,222.382655
61.031534,100,222.742984
74.50932,100,223.098623
62.417844,100,223.44605
78.370508,100,223.881519
63.706448,100,224.234107
54.684241,100,224.578976
64.492377,100,224.953541
73.987225,100,225.427516
79.425473,100,225.782358
62.555276,100,226.134224
81.888481,100,226.527004
68.055804,100,226.892195
60.916859,100,227.259304
81.73636,100,227.658077
58.553829,100,228.03343
79.75894,100,228.416165
79.052445,100,228.819863
79.481242,100,229.173229
54.087799,100,229.525553
78.209363,100,229.889354
80.227104,100,230.248489
79.990135,100,230.605696
75.890593,100,230.969929
65.776925,100,231.32699
72.455867,100,231.719493
68.423154,100,232.222073
78.01039,100,232.675811
79.756252,100,233.043706
81.423074,100,233.403833
79.006347,100,233.805499
82.450302,100,234.209703
75.258796,100,234.624578
56.540418,100,235.004018
78.890346,100,235.380247
60.166831,100,235.729095
65.651267,100,236.082278
77.142576,100,236.438676
51.481481,100,236.796654
68.302338,100,237.153639
62.277557,100,237.506452
78.531179,100,237.872531
82.741911,100,238.24455
77.531929,100,238.75149
81.758772,100,239.220793
67.198204,100,239.697261
69.20547,100,240.151347
67.96983,100,240.541758
67.969612,100,240.923154
63.191555,100,241.290036
59.178457,100,241.636663
51.414961,100,241.990092
80.747339,100,242.332057
67.912233,100,242.676057
63.725104,100,243.022908
79.968949,100,243.381512
71.568304,100,243.731191
64.970357,100,244.087988
82.112381,100,244.560314
64.976474,100,244.983775
62.785207,100,245.409193
44.123986,100,245.788846
75.921856,100,246.144988
71.538878,100,246.504228
72.442304,100,246.851178
75.536454,100,247.198991
62.405856,100,247.540104
65.931852,100,247.956964
76.474048,100,248.329512
52.792263,100,248.692778
77.122774,100,249.067211
52.745187,100,249.441362
55.035824,100,249.841086
78.004851,100,250.21782
80.427272,100,250.586029
65.304978,100,250.953869
78.424122,100,251.314032
61.214932,100,251.678266
52.228056,100,252.024334
80.499,100,252.387921
55.540495,100,252.741135
79.37296,100,253.096783
72.937641,100,253.444774
48.393021,100,253.799689
72.580613,100,254.23302
62.289097,100,254.71375
61.382114,100,255.153575
46.195977,100,255.520183
79.970578,100,255.880865
66.524945,100,256.241299
74.148855,100,256.662353
69.10519,100,257.023016
70.003944,100,257.375834
71.990783,100,257.750612
77.716304,100,258.124429
76.949062,100,258.480604
71.319876,100,258.831685
78.551842,100,259.184695
77.398931,100,259.554642
62.180819,100,259.916024
51.056705,100,260.302962
76.484125,100,260.684739
76.42715,100,261.12714
53.461672,100,261.516286
57.716256,100,261.881717
63.110342,100,262.249288
72.238505,100,262.636572
63.211152,100,263.0063
80.273205,100,263.426815
53.888998,100,263.770301
64.524687,100,264.115372
79.63664,100,264.479306
56.429622,100,264.829008
66.322996,100,265.188833
81.068251,100,265.560252
45.68589,100,265.932079
54.339264,100,266.293162
66.620895,100,266.654034
74.244168,100,267.026498
58.936078,100,267.391076
57.837745,100,267.772235
83.778202,100,268.138843
80.821113,100,268.509645
69.866133,100,268.897663
75.272349,100,269.259696
71.657665,100,269.620723
78.959137,100,270.022178
76.642878,100,270.392781
72.213776,100,270.759284
61.116233,100,271.13195
66.845432,100,271.528598
80.611726,100,271.90138
72.005457,100,272.250335
76.31535,100,272.627813
64.326373,100,272.998309
74.741347,100,273.3521
74.127872,100,273.716628
80.053528,100,274.06445
73.055779,100,274.426983
55.778213,100,274.804908
73.864976,100,275.158293
62.739327,100,275.510577
77.222222,100,275.899751
64.323626,100,276.248165
78.366173,100,276.630204
73.215968,100,277.00615
60.318119,100,277.358613
78.356211,100,277.725234
72.090323,100,278.090303
66.891144,100,278.469759
79.246472,100,278.85382
74.497674,100,279.217699
52.873223,100,279.608993
75.985594,100,279.98346
82.46253,100,280.352636
62.970287,100,280.735076
78.701517,100,281.115639
48.757322,100,281.480018
61.278573,100,281.840788
67.21054,100,282.192257
75.254573,100,282.55401
64.286437,100,282.929728
77.139959,100,283.330446
62.844338,100,283.706301
65.032625,100,284.070389
74.796093,100,284.447479
63.869845,100,284.852236
72.737098,100,285.236008
69.771052,100,285.60858
63.158621,100,285.983368
73.769107,100,286.364812
57.468026,100,286.792326
54.851095,100,287.151342
79.604721,100,287.521059
74.281883,100,287.900885
73.032821,100,288.306466
83.213285,100,288.674492
79.7768,100,289.045115
63.119513,100,289.406907
76.150405,100,289.767115
78.483406,100,290.123746
80.902456,100,290.497302
80.180335,100,290.902385
46.018035,100,291.296265
78.310528,100,291.669248
76.671741,100,292.03502
59.278587,100,292.389094
74.91619,100,292.751109
76.881057,100,293.121493
69.075757,100,293.48464
78.976618,100,293.84645
80.507999,100,294.239007
73.306787,100,294.611781
68.412193,100,294.981247
63.345026,100,295.344866
76.807574,100,295.69786
68.349442,100,296.068234
82.310043,100,296.446667
66.751669,100,296.807585
78.040413,100,297.213034
76.474848,100,297.611486
74.278188,100,297.984032
66.653932,100,298.339149
62.911871,100,298.706532
73.562816,100,299.057779
64.407254,100,299.510108
79.887619,100,299.916028
73.323748,100,300.291299
61.511368,100,300.682057
47.27933,100,301.059558
69.035723,100,301.440633
61.193937,100,301.844577
74.679782,100,302.209015
69.974542,100,302.601367
74.504075,100,302.957559
67.217816,100,303.31722
63.535558,100,303.674106
68.831294,100,304.035136
75.104185,100,304.400037
82.750486,100,304.783302
61.25912,100,305.14884
72.527676,100,305.526364
81.047796,100,305.906317
66.150805,100,306.26935
70.30313,100,306.647208
61.513263,100,306.998843
72.836425,100,307.367684
54.243014,100,307.714069
57.427437,100,308.088297
60.008794,100,308.47644
77.60035,100,308.833695
76.964213,100,309.253628
63.232617,100,309.63637
75.262092,100,310.020169
76.705169,100,310.392695
77.719485,100,310.752874
81.879742,100,311.107409
82.577877,100,311.474152
76.083019,100,311.872148
72.63989,100,312.266323
72.711488,100,312.625127
78.407226,100,313.020102
80.688777,100,313.401901
70.208915,100,313.778888
66.318538,100,314.149682
74.203848,100,314.515843
67.248981,100,314.869119
71.889846,100,315.253768
77.783436,100,315.632647
64.053765,100,315.992726
77.754907,100,316.364294
65.900663,100,316.74887
76.131313,100,317.126985
63.243121,100,317.496926
81.965505,100,317.886143
82.714311,100,318.259137
70.665212,100,318.625727
76.562655,100,318.990372
63.193559,100,319.356337
82.677999,100,319.714487
75.449493,100,320.080331
78.383892,100,320.459534
64.621212,100,320.819183
76.215791,100,321.178197
80.464305,100,321.543594
72.950211,100,321.904264
81.876356,100,322.266056
70.528861,100,322.637535
70.857601,100,322.992703
70.269948,100,323.352236
69.461081,100,323.715485
63.321832,100,324.158816
59.882763,100,324.532459
64.509249,100,324.88761
72.342771,100,325.247171
78.119558,100,325.619332
79.10307,100,325.996113
63.584941,100,326.376708
19.639769,100,326.729893
70.537294,100,327.102205
64.026606,100,327.461651
71.952234,100,327.831035
74.119209,100,328.219666
67.39192,100,328.598413
80.058519,100,328.998807
69.703474,100,329.363306
63.858345,100,329.739311
75.884409,100,330.101686
68.541144,100,330.463475
80.326028,100,330.823584
79.06167,100,331.209772
61.409981,100,331.590297
82.524688,100,331.960607
72.457072,100,332.314306
65.837949,100,332.670634
67.565503,100,333.049834
67.91981,100,333.437522
80.963335,100,333.824329
72.442678,100,334.202335
68.850477,100,334.653813
69.315377,100,335.018695
67.396048,100,335.402255
59.957597,100,335.800126
62.860223,100,336.225174
57.2902,100,336.720094
78.433265,100,337.264232
75.052376,100,337.762049
61.351318,100,338.143198
80.608491,100,338.58448
75.578139,100,338.960158
77.456168,100,339.33902
78.196562,100,339.786964
77.708781,100,340.166427
80.399687,100,340.560964
71.100161,100,340.942448
70.96942,100,341.327062
80.82709,100,341.725829
74.218856,100,342.110415
73.809487,100,342.54089
73.649836,100,342.929617
72.197052,100,343.303496
72.047568,100,343.755895
74.313769,100,344.14792
75.375056,100,344.523131
73.485834,100,344.906235
81.491075,100,345.265139
80.149691,100,345.659381
62.717519,100,346.043673
80.425957,100,346.572632
60.012632,100,346.993274
64.711908,100,347.393978
79.078792,100,347.791469
76.559934,100,348.202593
77.212225,100,348.610004
80.613945,100,349.000494
80.83127,100,349.363605
80.041933,100,349.740252
81.920976,100,350.125818
78.777145,100,350.518519
80.436698,100,350.964843
75.318235,100,351.446028
58.453944,100,351.824269
69.364209,100,352.19277
81.688986,100,352.565684
67.02982,100,352.939487
67.859016,100,353.322679
79.179698,100,353.810182
66.442193,100,354.219567
64.957093,100,354.651701
58.929284,100,355.008243
78.984317,100,355.373006
77.66542,100,355.844812
63.618309,100,356.285372
55.001151,100,356.640606
75.375679,100,357.011499
80.3171,100,357.375464
81.132116,100,357.793998
80.023349,100,358.251159
56.515798,100,358.724925
80.001953,100,359.110288
72.345943,100,359.545925
64.198357,100,359.931653
75.735162,100,360.306321
58.928458,100,360.66264
79.402639,100,361.071862
70.389575,100,361.443205
68.606125,100,361.857834
80.346558,100,362.291698
63.095381,100,362.654982
72.447499,100,363.027142
34.482446,100,363.398124
63.516357,100,363.782039
46.636031,100,364.152083
73.604881,100,364.575973
70.858672,100,364.921381
73.309742,100,365.383636
76.785746,100,365.838237
74.346306,100,366.205956
75.651684,100,366.619448
74.493418,100,367.057112
75.72143,100,367.424628
79.447489,100,367.78996
74.780784,100,368.148486
73.519564,100,368.506051
66.003954,100,368.871198
65.42627,100,369.240172
79.926937,100,369.622608
76.679612,100,370.024184
77.96549,100,370.440841
81.181921,100,370.815692
71.564974,100,371.193582
75.07456,100,371.585862
72.001729,100,371.954782
77.43465,100,372.330099
59.163658,100,372.689431
54.503561,100,373.077461
64.011666,100,373.450085
58.002625,100,373.830094
73.269179,100,374.222743
81.650634,100,374.673169
77.122242,100,375.045049
73.517956,100,375.42795
74.395113,100,375.824661
67.217196,100,376.26181
78.088359,100,376.701982
59.045484,100,377.162746
79.076509,100,377.571741
65.431001,100,377.942068
43.090987,100,378.297689
81.399417,100,378.703943
59.085865,100,379.093146
80.658503,100,379.489884
78.239353,100,379.888543
79.492847,100,380.288038
74.581973,100,380.676214
65.328383,100,381.079452
70.88487,100,381.5715
67.41978,100,381.96829
71.92011,100,382.330557
83.302738,100,382.700276
63.142224,100,383.076237
73.064571,100,383.450604
56.742793,100,383.842982
67.610596,100,384.237871
72.781924,100,384.648231
68.183122,100,385.05122
80.739368,100,385.445621
68.79526,100,385.833491
81.262253,100,386.206522
73.739178,100,386.583531
70.090838,100,386.956887
66.068161,100,387.344077
60.098648,100,387.727973
53.111708,100,388.153664
82.072995,100,388.549426
58.993971,100,388.912785
80.238308,100,389.288887
68.860941,100,389.672344
58.289797,100,390.041296
77.229318,100,390.415776
70.725332,100,390.777882
61.460822,100,391.158959
65.424531,100,391.531965
68.713278,100,391.907883
72.412796,100,392.274175
55.882385,100,392.654476
77.256981,100,393.041896
72.409157,100,393.425765
56.154827,100,393.806242
79.153872,100,394.201623
69.366486,100,394.581137
65.321105,100,394.966577
60.041988,100,395.336975
81.925548,100,395.711705
80.576265,100,396.082609
71.681539,100,396.449423
61.77513,100,396.814136
67.29655,100,397.190426
68.46268,100,397.57848
58.059795,100,397.971422
82.19036,100,398.449562
77.133278,100,398.889884
76.53206,100,399.303695
80.731492,100,399.712866
59.748216,100,400.099054
66.662492,100,400.506417
56.926279,100,400.899519
82.862204,100,401.293825
70.778476,100,401.661653
69.985061,100,402.059611
77.189876,100,402.433228
64.220038,100,402.815685
76.067563,100,403.1877
81.734024,100,403.571251
67.795309,100,403.937054
78.679109,100,404.33272
73.378425,100,404.70283
63.60164,100,405.090533
62.066754,100,405.466909
80.645232,100,405.854042
59.522426,100,406.228554
77.827972,100,406.617854
79.857462,100,407.099078
57.790219,100,407.49095
72.22254,100,407.892041
77.384643,100,408.255053
68.288365,100,408.616714
62.051446,100,408.977958
77.660078,100,409.421867
83.494993,100,409.81663
72.787704,100,410.210665
78.928049,100,410.585583
56.68099,100,410.994573
74.256115,100,411.396529
69.016424,100,411.835495
65.59904,100,412.309886
60.789127,100,412.744528
71.358865,100,413.104438
66.16007,100,413.546397
66.820884,100,413.917766
78.449649,100,414.275004
67.691011,100,414.630018
67.649715,100,415.000908
77.148551,100,415.369581
78.996172,100,415.7259
73.752423,100,416.185687
74.178256,100,416.638129
70.3932,100,417.028247
74.865519,100,417.396542
79.239907,100,417.791151
75.602215,100,418.180063
77.615694,100,418.56988
83.143774,100,418.984377
79.739914,100,419.372952
63.975772,100,419.775953
65.318455,100,420.144497
74.709192,100,420.51637
81.474923,100,420.927921
79.093366,100,421.307044
77.382252,100,421.679009
74.926346,100,422.044899
